sentence	label_name	Language	label_ID
समलिङ्गी विवाहका समर्थकहरूले समलिङ्गी विवाहलाई वैधानिकीकरण गर्नुलाई ठूलो समानता र समावेशी तर्फ सकारात्मक राजनीतिक कदमको रूपमा हेर्छन्।	Policy Prescription and Evaluation	ne	6.0
समलिङ्गी विवाहका विपक्षीहरूले तर्क गर्छन् कि यसले नकारात्मक सामाजिक र सांस्कृतिक परिणामहरू छन् र समलिङ्गी जोडीहरूले सामना गर्ने समस्याहरूको व्यवहार्य राजनीतिक समाधान प्रस्ताव गर्दैन।	Policy Prescription and Evaluation	ne	6.0
समलिङ्गी विवाहलाई वैधानिक बनाउनुको कुनै अन्तर्निहित आपराधिक वा दण्डात्मक प्रभाव छैन।	Crime and Punishment	ne	7.0
तथापि, समलिङ्गी विवाहका विपक्षीहरूले प्रायः तर्क गर्छन् कि यसले परम्परागत पारिवारिक मूल्य र नैतिक स्तरहरू भत्काउनेछ, जुन तिनीहरू भन्छन् कि नकारात्मक सामाजिक परिणामहरू हुनेछन्।	Crime and Punishment	ne	7.0
समलिङ्गी विवाहको वैधानिकतामा कुनै अन्तरनिहित सुरक्षा वा सुरक्षा प्रभाव छैन।	Security and Defense	ne	8.0
यद्यपि, समलिङ्गी विवाहका केही विपक्षीहरूले तर्क गर्छन् कि यसले परम्परागत पारिवारिक संरचनालाई कमजोर पार्छ, जुन उनीहरू भन्छन् कि बलियो सामाजिक मूल्यमान्यता र राष्ट्रिय रक्षाको लागि आवश्यक छ।	Security and Defense	ne	8.0
समलिङ्गी विवाहलाई वैधानिकीकरणले स्वास्थ्य बीमा र अस्पताल भ्रमण अधिकार जस्ता महत्त्वपूर्ण कानुनी र चिकित्सा सुविधाहरूमा समलिङ्गी जोडीहरूलाई पहुँच प्रदान गरेर स्वास्थ्य र सुरक्षामा सकारात्मक प्रभाव पारेको छ।	Health and Safety	ne	9.0
समलिङ्गी विवाहका विपक्षीहरूले तर्क गर्छन् कि यसले नकारात्मक स्वास्थ्य परिणामहरू निम्त्याउन सक्छ, जस्तै:	Health and Safety	ne	9.0
समलिङ्गी विवाहलाई वैधानिकीकरणले समलिङ्गी जोडीहरूको जीवनको गुणस्तरमा सकारात्मक प्रभाव पार्छ, उनीहरूलाई ठूलो कानुनी मान्यता र महत्त्वपूर्ण सुविधाहरू र स्रोतहरूमा पहुँच प्रदान गर्दछ।	Quality of Life	ne	10.0
समलिङ्गी विवाहका विपक्षीहरूले प्रायः तर्क गर्छन् कि यसले परम्परागत पारिवारिक संरचना र मूल्यहरूलाई बाधा पुर्‍याउँछ, जसले व्यक्ति र परिवारको जीवनको गुणस्तरमा नकारात्मक असर पार्छ।	Quality of Life	ne	10.0
समलिङ्गी विवाहलाई LGBTQ+ अधिकार र स्वीकृतिप्रति सांस्कृतिक मनोवृत्ति परिवर्तनको प्रतिबिम्बको रूपमा हेर्न सकिन्छ।	Cultural Identity	ne	11.0
समलिङ्गी विवाहका विरोधीहरूले प्रायः परम्परागत सांस्कृतिक मूल्यमान्यता र मान्यताहरूको संरक्षणमा तर्क गर्छन्।	Cultural Identity	ne	11.0
हालैका वर्षहरूमा समलिङ्गी विवाहको बारेमा सार्वजनिक राय नाटकीय रूपमा परिवर्तन भएको छ, समलिङ्गी सम्बन्धहरूको कानुनी मान्यताको लागि बढ्दो समर्थनको साथ।	Public Sentiment	ne	12.0
तथापि, समलिङ्गी विवाहका केही विपक्षीहरूले जनमतले नीतिगत निर्णयहरूलाई प्रभाव पार्नु हुँदैन र विवाहलाई पुरुष र महिलाबीचको रूपमा परिभाषित गरिनुपर्छ भनी तर्क गर्छन्।	Public Sentiment	ne	12.0
समलिङ्गी विवाह एक उच्च राजनीतिक मुद्दा हो, विभिन्न राजनीतिक दल र चासो समूहहरूले यस विषयमा फरक-फरक अडान लिएका छन्।	Political	ne	13.0
उम्मेदवारहरूले आफ्नो प्लेटफर्म मार्फत टिप्पणीहरू गर्दा, चुनावको समयमा समलिङ्गी विवाहलाई वैधानिकता अक्सर एक राजनीतिक मुद्दा बनाउँछ।	Political	ne	13.0
समलिङ्गी विवाहको कानुनी स्थितिले देशको अन्तर्राष्ट्रिय स्थितिलाई असर गर्न सक्छ, विशेष गरी मानव अधिकार र LGBTQ+ मुद्दाहरूमा यसको अडानको सम्बन्धमा।	External Regulation and Reputation	ne	14.0
समलिङ्गी विवाहका केही विपक्षीहरूले तर्क गर्छन् कि यसले देशको छवि र अन्य देशहरूसँगको सम्बन्धलाई हानि पुर्‍याउँछ।	External Regulation and Reputation	ne	14.0
समलिङ्गी विवाहलाई धर्मपुत्र र बाल हिरासत, भेदभाव र घृणित अपराध, र स्वास्थ्य असमानता सहित अन्य धेरै मुद्दाहरूसँग गाँसिएको छ।	Other	ne	15.0
समलिङ्गी विवाहको बहस जटिल र बहुआयामिक छ, र प्रायः विभिन्न रुचि समूह र दृष्टिकोणहरू समावेश गर्दछ।	Other	ne	15.0
आप्रवासनले अर्थतन्त्रमा सकारात्मक र नकारात्मक दुवै प्रभाव पार्छ, काम र उपभोगको माध्यमबाट अर्थतन्त्रमा योगदान पुर्‍याउँछ, तर सार्वजनिक स्रोतहरू पनि घटाउँछ।	Economic	ne	1.0
कसैको तर्क छ कि अध्यागमन आर्थिक विकासको लागि आवश्यक छ, विशेष गरी उद्योगहरूमा जहाँ श्रमको अभाव छ, जबकि अरूले तर्क गर्छन् कि यसले स्वदेशी जन्मेका कामदारहरूले आफ्नो जागिर गुमाउँछन्।	Economic	ne	1.0
अध्यागमनले स्वास्थ्य सेवा, शिक्षा र आवास जस्ता सार्वजनिक स्रोतहरूमा दबाब दिन्छ, विशेष गरी उच्च आप्रवासी जनसंख्या भएका क्षेत्रमा।	Capacity and Resources	ne	2.0
यद्यपि, केही तर्क गर्छन् कि आप्रवासीहरूले सीप र प्रतिभा पनि ल्याउँछन् जसले समाजलाई फाइदा पुर्‍याउँछ र यी स्रोतहरूको वृद्धिमा योगदान पुर्‍याउँछ।	Capacity and Resources	ne	2.0
अध्यागमनको नैतिकता एक विवादास्पद मुद्दा हो, केहि तर्क संग कि खाँचोमा परेकाहरुलाई सुरक्षा र अवसर प्रदान गर्नु नैतिक अनिवार्य छ, जबकि कोही विश्वास गर्छन् कि यो अनैतिक आप्रवासीहरुलाई देशमा रहन अनुमति दिनु अनैतिक हो।	Morality	ne	3.0
अध्यागमनको वरिपरि बहसहरू प्रायः निष्पक्षता र समानताका मुद्दाहरू वरिपरि घुम्छन्, कतिपयले मूल जन्मेका नागरिकहरू भन्दा आप्रवासीहरूको आवश्यकतालाई प्राथमिकता दिनु अनुचित हो भनी तर्क गर्छन्, जबकि अरूले तर्क गर्छन् कि आप्रवासीहरूलाई राष्ट्रियताको पर्वाह नगरी समान अवसरहरू हुनुपर्छ।	Fairness and Equality	ne	4.0
अध्यागमन वैधानिकता एक जटिल मुद्दा हो, विभिन्न कानून र नियमहरूले विभिन्न प्रकारका आप्रवासन र भिसाहरू नियन्त्रित गर्दछ।	Legality, Constitutionality, Jurisdiction	ne	5.0
कसैलाई अध्यागमन नीति असंवैधानिक वा अन्यायपूर्ण छ भनी विश्वास गर्छन्, जबकि अरूले राष्ट्रिय सुरक्षाको कार्यान्वयन र संरक्षण महत्त्वपूर्ण छन् भन्ने विश्वास गर्छन्।	Legality, Constitutionality, Jurisdiction	ne	5.0
विभिन्न अध्यागमन नीति र कार्यक्रमहरूको प्रभावकारिता एक चलिरहेको बहस हो, विभिन्न सरोकारवालाहरूले अध्यागमन चुनौतीहरू र अवसरहरूको लागि विभिन्न समाधानहरू प्रस्ताव गरेका छन्।	Policy Prescription and Evaluation	ne	6.0
अध्यागमन नीति र कार्यक्रमहरू प्रभावकारी र निष्पक्ष छन् भनी सुनिश्चित गर्नको लागि मूल्याङ्कन गर्नु महत्त्वपूर्ण हुन्छ।	Policy Prescription and Evaluation	ne	6.0
आप्रवासी र अपराध बीचको सम्बन्ध एक विवादास्पद मुद्दा हो, केहि तर्क संग कि आप्रवासीहरु अपराध गर्न को लागी अधिक संभावना छ र सार्वजनिक सुरक्षा को लागी खतरा छ, जबकि अन्य तर्क छ कि आप्रवासीहरु मा जन्मजात नागरिकहरु को तुलना मा अपराध को कम संभावना छ।	Crime and Punishment	ne	7.0
आप्रवासनले राष्ट्रिय सुरक्षा र राष्ट्रिय सुरक्षामा प्रभाव पार्छ, विशेष गरी आप्रवासीहरूको स्क्रिनिङ र स्क्रिनिङ र सम्भावित खतराहरूको प्रवेश रोक्न।	Security and Defense	ne	8.0
यद्यपि, कतिपयको तर्क छ कि अत्याधिक प्रतिबन्धित अध्यागमन नीतिहरूले अन्य देशहरूसँगको सम्बन्धलाई बिगार्न सक्छ र सहयोग र नवप्रवर्तनका अवसरहरूलाई सीमित गर्न सक्छ।	Security and Defense	ne	8.0
माइग्रेसनले सार्वजनिक स्वास्थ्य र सुरक्षामा प्रभाव पार्छ, विशेष गरी रोगको फैलावट र स्वास्थ्य सेवामा पहुँचको सन्दर्भमा।	Health and Safety	ne	9.0
यद्यपि, कतिपय तर्क गर्छन् कि स्वास्थ्य सेवा र सामाजिक सेवाहरू प्रदान गर्दा समग्र सार्वजनिक स्वास्थ्य परिणामहरू सुधार गर्न र आपतकालीन सेवाहरूमा दबाब कम गर्न सकिन्छ।	Health and Safety	ne	9.0
आर्थिक अवस्था, सामाजिक एकीकरण, र सांस्कृतिक पहिचान जस्ता कारकहरूमा निर्भर गर्दै आप्रवासी र स्वदेशी जन्मिएका नागरिकहरू दुवैको जीवनस्तरमा अध्यागमनले सकारात्मक र नकारात्मक दुवै प्रभाव पार्न सक्छ।	Quality of Life	ne	10.0
कसैको तर्क छ कि आप्रवासनले विविधता र सांस्कृतिक आदानप्रदानलाई बढावा दिन्छ, जबकि अरूले विश्वास गर्छन् कि यसले सामाजिक र आर्थिक विभाजन निम्त्याउँछ।	Quality of Life	ne	10.0
आप्रवासनले सांस्कृतिक पहिचानमा प्रभाव पार्छ, विशेष गरी भाषा, परम्परा र मूल्यमान्यताका हिसाबले।	Cultural Identity	ne	11.0
कसैको तर्क छ कि आप्रवासनले सांस्कृतिक अनुभवहरूलाई समृद्ध र विविधीकरण गर्न सक्छ, जबकि अरूले तर्क गर्छन् कि यसले राष्ट्रिय पहिचान र सामाजिक एकतामा गिरावट ल्याउन सक्छ।	Cultural Identity	ne	11.0
अध्यागमन सम्बन्धी जनमत ध्रुवीकरण गरिएको छ, केहीले थप अध्यागमनका लागि समर्थन व्यक्त गर्दै र अरूले ठूलो नियन्त्रण र प्रतिबन्धको लागि आह्वान गरेका छन्।	Public Sentiment	ne	12.0
मिडिया र राजनीतिज्ञहरूले आप्रवासीहरूलाई चित्रण गर्ने तरिकाले जनमत र राजनीतिक निर्णयमा प्रभाव पार्न सक्छ।	Public Sentiment	ne	12.0
अध्यागमन एक उच्च राजनीतिक मुद्दा हो, विभिन्न राजनीतिक दलहरू र चासो समूहहरूले यस मुद्दामा विभिन्न अडान लिएका छन्।	Political	ne	13.0
अध्यागमन बहस अक्सर चुनावको समयमा एक राजनीतिक मुद्दा बन्न सक्छ, उम्मेद्वारहरूले आफ्नो प्लेटफर्ममा मुद्दाको स्थिति लिएर।	Political	ne	13.0
कुनै देशले आप्रवासनलाई कसरी ह्यान्डल गर्छ त्यसले यसको प्रतिष्ठा र अन्य देशहरूसँगको सम्बन्धलाई असर गर्न सक्छ, विशेष गरी जब यो मानव अधिकार र अन्तर्राष्ट्रिय कानूनको कुरा आउँछ।	External Regulation and Reputation	ne	14.0
आप्रवासन ढाँचाहरू बाह्य दबाब र अन्तर्राष्ट्रिय संस्थाहरू र सम्झौताहरूको नियमहरूबाट पनि प्रभावित हुन्छन्।	External Regulation and Reputation	ne	14.0
आप्रवासनसँग सम्बन्धित अन्य मुद्दाहरूमा पारिवारिक गतिशीलतामा प्रभाव, जनसांख्यिकीय प्रवृत्तिलाई आकार दिन आप्रवासीहरूको भूमिका, र सांस्कृतिक आदानप्रदान र आप्रवासीहरूको समाजमा एकीकरण समावेश छ।	Other	ne	15.0
यी मुद्दाहरूले देशको सामाजिक, आर्थिक र राजनीतिक गतिशीलतामा महत्त्वपूर्ण प्रभाव पार्छ।	Other	ne	15.0
समलिङ्गी विवाहले सकारात्मक आर्थिक प्रभाव पार्न सक्छ, स्थानीय व्यवसाय र पर्यटनलाई बढावा दिन र सरकारी कर राजस्व बढाउन सक्छ।	Economic	ne	1.0
विपक्षीहरूले तर्क गर्छन् कि समलिङ्गी विवाहले परम्परागत विवाह र पारिवारिक संरचनामा बाधा पुर्‍याउँछ, अर्थव्यवस्थालाई नकारात्मक असर गर्छ।	Economic	ne	1.0
समलिङ्गी विवाहलाई वैधानिकताले स्वास्थ्य हेरचाह र पैतृक अधिकार जस्ता स्रोत र फाइदाहरूमा समलिङ्गी जोडीहरूको पहुँच बढाउनेछ।	Capacity and Resources	ne	2.0
आलोचकहरूले तर्क गर्छन् कि समलिङ्गी विवाहहरूले स्रोत र क्षमता लिन्छन् किनभने उनीहरूलाई कानुनी ढाँचा र संस्थाहरूमा परिवर्तन चाहिन्छ।	Capacity and Resources	ne	2.0
समलिङ्गी विवाहका समर्थकहरूले यौन झुकावको बाहेक सबै मानिसहरूको समान अधिकार र मर्यादालाई मान्यता दिन नैतिक अनिवार्यता भएको तर्क गर्छन्।	Morality	ne	3.0
विपक्षीहरूले समलिङ्गी विवाह अनैतिक र परम्परागत धार्मिक र सांस्कृतिक मूल्यमान्यताको उल्लङ्घन गर्ने तर्क गर्छन्।	Morality	ne	3.0
समलिङ्गी विवाहलाई LGBTQ+ मानिसहरूका लागि निष्पक्षता र समानताको प्रमुख मुद्दाको रूपमा हेरिन्छ किनभने यसले विषमलिङ्गी जोडीहरूलाई जस्तै कानुनी अधिकार र सुरक्षा प्रदान गर्दछ।	Fairness and Equality	ne	4.0
आलोचकहरूले तर्क गर्छन् कि समलिङ्गी विवाह समानताको मुद्दा होइन किनभने यसले विवाहको परम्परागत परिभाषालाई पुन: परिभाषित गर्न आवश्यक छ।	Fairness and Equality	ne	4.0
समलिङ्गी विवाहको वैधानिकता बहस भएको छ, अदालत र सरकारको संवैधानिक व्याख्या र न्यायिक विचारहरूमा मतभेदहरू छन्।	Legality, Constitutionality, Jurisdiction	ne	5.0
विपक्षीहरू तर्क गर्छन् कि समलिङ्गी विवाहलाई कानुनी मान्यता दिनु हुँदैन किनभने न त संविधान वा पूर्ववर्तीले समलिङ्गी विवाहलाई स्पष्ट रूपमा अनिवार्य गरेको छ।	Legality, Constitutionality, Jurisdiction	ne	5.0
समलिङ्गी विवाहका लागि नीति नियमहरू राजनीतिक र सांस्कृतिक कारकहरू अनुसार भिन्न हुन्छन्, केही देशहरूले यसलाई वैधानिकता दिएका छन् भने अरूले यसलाई प्रतिबन्ध लगाउन जारी राख्छन्।	Policy Prescription and Evaluation	ne	6.0
समलिङ्गी विवाहको सामाजिक र व्यक्तिगत प्रभावको मूल्याङ्कन एक निरन्तर प्रक्रिया हो, अनुसन्धानले सकारात्मक र नकारात्मक दुवै परिणामहरू देखाउँछ।	Policy Prescription and Evaluation	ne	6.0
केही न्यायक्षेत्रले समलिङ्गी विवाहलाई अपराधिक रूपमा लिन्छ, र व्यक्तिहरूले समलिङ्गी सम्बन्ध राख्नको लागि कानुनी दण्ड वा सामाजिक सतावटको सामना गर्छन्।	Crime and Punishment	ne	7.0
समलिङ्गी विवाहलाई वैधानिक बनाउने प्रयासलाई प्राय: यौन झुकावमा आधारित भेदभाव र सजाय अन्त्य गर्ने तरिकाको रूपमा हेरिन्छ।	Crime and Punishment	ne	7.0
विशेष गरी अन्तर्राष्ट्रिय सम्बन्ध र कूटनीतिको सन्दर्भमा राष्ट्रिय सुरक्षा र मानवअधिकारको एजेन्डालाई अगाडि बढाउन समलिङ्गी विवाहलाई एउटा उपकरणको रूपमा प्रयोग गरिएको छ।	Security and Defense	ne	8.0
समलिङ्गी विवाहले विवाहको संस्था र परिवारलाई कमजोर पार्छ र राष्ट्रिय सुरक्षा र सामाजिक स्थिरतामा नकारात्मक असर पार्छ भन्ने आलोचकहरू विश्वास गर्छन्।	Security and Defense	ne	8.0
समलिङ्गी विवाहलाई वैधानिकीकरणले LGBTQ+ मानिसहरूलाई स्वास्थ्य हेरचाह, बीमा, र कानुनी सुरक्षामा पहुँच प्रदान गरेर उनीहरूको स्वास्थ्य र सुरक्षामा सुधार ल्याउन सक्छ।	Health and Safety	ne	9.0
विपक्षीहरूले तर्क गर्छन् कि समलिङ्गी विवाह व्यक्तिगत र सार्वजनिक स्वास्थ्यको लागि हानिकारक छ, जसले रोगको फैलावट र अन्य नकारात्मक परिणामहरू निम्त्याउँछ।	Health and Safety	ne	9.0
LGBTQ+ कानुनी र सामाजिक स्वीकृति दिएर, समलिंगी विवाहलाई LGBTQ+ व्यक्तिहरूको जीवनको गुणस्तर सुधार गर्न महत्त्वपूर्ण कारक मानिन्छ।	Quality of Life	ne	10.0
समलिङ्गी विवाहले परम्परागत मूल्यमान्यता र संरचनालाई कमजोर पारेर समग्रमा व्यक्ति र समाजको जीवनस्तरमा नकारात्मक असर पार्छ भनी आलोचकहरूको तर्क छ।	Quality of Life	ne	10.0
समलिङ्गी विवाहलाई LGBTQ+ सांस्कृतिक पहिचानको मुख्य मुद्दाको रूपमा हेरिन्छ, किनकि यसले समाजमा उनीहरूको उपस्थिति र अधिकारको आधारभूत मान्यतालाई प्रतिनिधित्व गर्दछ।	Cultural Identity	ne	11.0
विपक्षीहरूले तर्क गर्छन् कि समलिङ्गी विवाहले परम्परागत सांस्कृतिक पहिचान र मूल्यहरूलाई खतरामा पार्छ र यसले सामाजिक र नैतिक पतन निम्त्याउन सक्छ।	Cultural Identity	ne	11.0
समय बित्दै जाँदा, समलिङ्गी विवाहको बारेमा जनमत पनि विकसित हुँदै गइरहेको छ, र धेरै भन्दा धेरै देश र क्षेत्रहरूले समलिङ्गी विवाहलाई स्वीकार र समर्थन गर्छन्।	Public Sentiment	ne	12.0
समलिङ्गी विवाहलाई वैधानिकता दिने दबाब प्रायः सार्वजनिक भावनाद्वारा संचालित हुन्छ, राजनीतिज्ञहरू र संगठनहरूले परिवर्तनशील मनोवृत्ति र विचारहरूलाई प्रतिक्रिया दिँदै।	Public Sentiment	ne	12.0
समलिङ्गी विवाहको मुद्दा प्रायः राजनीतिक हुन्छ, राजनीतिक दल र राजनीतिज्ञहरूले आफ्नो मूल्यमान्यता र विचारधाराका आधारमा फरक-फरक अडान लिइरहेका हुन्छन्।	Political	ne	13.0
समलिङ्गी विवाहलाई कानुनीकरण LGBTQ+ अधिकारकर्मीहरूका लागि प्रमुख राजनीतिक मुद्दा बनेको छ, जसले यसलाई अझ ठूलो सामाजिक र कानुनी समानता हासिल गर्ने तरिकाको रूपमा हेर्छन्।	Political	ne	13.0
समलिङ्गी विवाहलाई प्रायः सामाजिक प्रगति र मानवअधिकारप्रति देशको प्रतिबद्धताको मापनको रूपमा हेरिन्छ, तर अन्तर्राष्ट्रिय समूहहरू र सहयोगीहरूले यसलाई वैधानिक बनाउन सरकारलाई दबाब दिइरहेका छन्।	External Regulation and Reputation	ne	14.0
विपक्षीहरूले तर्क गर्छन् कि समलिङ्गी विवाहलाई वैध बनाउन बाह्य दबाबले राष्ट्रिय सार्वभौमसत्ता र सांस्कृतिक मूल्यमान्यताको उल्लङ्घन गर्छ।	External Regulation and Reputation	ne	14.0
समलिङ्गी विवाह एक गहिरो विवादास्पद र भावनात्मक मुद्दा हो, दुबै पक्षका व्यक्ति र समूहहरू उनीहरूको विश्वास र मूल्यहरूको लागि लडिरहेका छन्।	Other	ne	15.0
समलिङ्गी विवाहको बहस जटिल र बहुआयामिक छ, जसले पहिचान, मूल्य र शक्तिको वरिपरि व्यापक सामाजिक र सांस्कृतिक तनाव झल्काउँछ।	Other	ne	15.0
अध्यागमनले सकारात्मक र नकारात्मक दुवै आर्थिक प्रभाव पार्छ, कसैको तर्क छ कि यसले बहुमूल्य श्रम र सीपहरू ल्याउँछ, जबकि अरूले तर्क गर्छन् कि यसले ज्याला घटाउँछ र सामाजिक सेवाहरूलाई क्षति पुर्‍याउँछ।	Economic	ne	1.0
धेरै कम्पनीहरू आप्रवासी कामदारहरूमा भर पर्छन्, विशेष गरी कृषि, आतिथ्य र निर्माण जस्ता उद्योगहरूमा।	Economic	ne	1.0
अध्यागमनले देशको पूर्वाधार र स्रोतहरूमा दबाब दिन्छ, जस्तै B. आवास, यातायात, र स्वास्थ्य सेवा, विशेष गरी सेवाहरूको उच्च माग भएका क्षेत्रमा।	Capacity and Resources	ne	2.0
धेरै देशहरूले उनीहरूको स्रोत र समर्थन प्रदान गर्ने क्षमताको आधारमा स्वीकार गर्न सक्ने आप्रवासीहरूको संख्या सीमित गर्छन्।	Capacity and Resources	ne	2.0
कसै-कसैले आप्रवासनलाई खाँचोमा परेकाहरूलाई मद्दत गर्ने नैतिक दायित्वको रूपमा हेर्छन्, विशेष गरी आफ्नो देशमा हिंसा वा सतावटबाट भागेका शरणार्थीहरू।	Morality	ne	3.0
अरूले तर्क गर्छन् कि आप्रवासीहरूलाई अवैध रूपमा प्रवेश गर्न वा आप्रवासी कामदारहरूको शोषण गर्न अनुमति दिनु अनैतिक हो।	Morality	ne	3.0
धेरैले अध्यागमन नीति निष्पक्ष र समानताका सिद्धान्तहरूमा आधारित हुनुपर्छ र आप्रवासीहरूलाई मर्यादा र सम्मानका साथ व्यवहार गर्नुपर्छ भनी तर्क गर्छन्।	Fairness and Equality	ne	4.0
अरूले तर्क गर्छन् कि नागरिकहरू भन्दा आप्रवासीहरूलाई प्राथमिकता दिनु अनुचित र अन्यायपूर्ण छ।	Fairness and Equality	ne	4.0
आप्रवासन नीतिले कानुनी र संवैधानिक चुनौतिहरूको सामना गर्दछ, विशेष गरी नागरिकता, निर्वासन र शरणका मुद्दाहरूमा।	Legality, Constitutionality, Jurisdiction	ne	5.0
धेरै देशहरूमा अध्यागमन नीतिमा अधिकार क्षेत्रको भिन्नता छ, स्थानीय, राज्य र संघीय सरकारहरू सबैले भूमिका खेल्छन्।	Legality, Constitutionality, Jurisdiction	ne	5.0
अध्यागमन नीति प्रायः नीति निर्माण र मूल्याङ्कनद्वारा निर्धारण गरिन्छ, विशेषज्ञहरू र नीति निर्माताहरूले विभिन्न दृष्टिकोणहरूको लागत र फाइदाहरू तौल्छन्।	Policy Prescription and Evaluation	ne	6.0
कोही तर्क गर्छन् कि रणनीति प्रमाण-आधारित र डाटा-संचालित हुनुपर्छ, जबकि अरूले सैद्धान्तिक वा नीतिगत विचारहरूमा जोड दिन्छन्।	Policy Prescription and Evaluation	ne	6.0
अध्यागमन नीति प्रायः अपराध र सजायका मुद्दाहरूसँग जोडिएको हुन्छ, केहीले तर्क गर्छन् कि आप्रवासीहरूले अपराध गर्ने सम्भावना बढी हुन्छ र कडा प्रवर्तन उपायहरूको अधीनमा हुनुपर्छ।	Crime and Punishment	ne	7.0
अरूहरूले तर्क गर्छन् कि आप्रवासीहरू अनुचित रूपमा लक्षित छन् र नीतिहरूले अपराध घटाउन र सबै बासिन्दाहरूको लागि सार्वजनिक सुरक्षा सुधार गर्नमा केन्द्रित हुनुपर्छ।	Crime and Punishment	ne	7.0
अध्यागमन नीतिले देशको सुरक्षा र रक्षालाई असर गर्छ, विशेष गरी सीमा नियन्त्रण र राष्ट्रिय पहिचानका मुद्दाहरूको सन्दर्भमा।	Security and Defense	ne	8.0
कतिपयले आप्रवासनलाई राष्ट्रिय सुरक्षाका लागि खतराको रूपमा हेर्छन् भने अरूले यसलाई बहुलवादी र बहुसांस्कृतिक समाज कायम राख्न आवश्यक ठान्छन्।	Security and Defense	ne	8.0
अध्यागमन नीतिले जनस्वास्थ्य र सुरक्षाका लागि प्रभाव पार्छ, विशेष गरी रोग नियन्त्रण र आपतकालीन प्रतिक्रिया मुद्दाहरूको सन्दर्भमा।	Health and Safety	ne	9.0
कसैको तर्क छ कि अध्यागमन नीतिले सार्वजनिक स्वास्थ्य र सुरक्षालाई प्राथमिकता दिनुपर्छ, जबकि अरूले तर्क गर्छन् कि नीतिले आप्रवासी र शरणार्थीहरूको आवश्यकतालाई प्राथमिकता दिनुपर्छ।	Health and Safety	ne	9.0
आप्रवासी नीतिहरूले आप्रवासीहरू र नागरिकहरूको जीवनको गुणस्तरलाई असर गर्छ, विशेष गरी सामाजिक एकता, शिक्षा र रोजगारीको सन्दर्भमा।	Quality of Life	ne	10.0
